Filing_Jurisdiction,Filing_Year,Spender:id,Spender,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:id,Spender_Industry,Spender_Sector:id,Spender_Sector,Target:id,Target,Type_of_Target,Original_Target:id,Original_Target,Amount,Position:id,Position,Target_Payee:id,Target_Payee,MasterTransactionID,Candidate:id,Candidate,Election_Status,Type_of_Office:id,Type_of_Office,Status_of_Candidate:id,Status_of_Candidate,Incumbency_Status:id,Incumbency_Status
MT,2016,7920,MONTANA CONTRACTORS ASSOCIATION,29,Builders associations,11,General Contractors,2,Construction,7722963,"GRUBBS, BRUCE S",Candidate,3795844,"GRUBBS, BRUCE",380.72,5,Unknown,37066375,ALLEGRA,140154615,7722963,"GRUBBS, BRUCE S",Won-General,H,State House/Assembly,1,Won,O,Open
AZ,2012,18833,PLANNED PARENTHOOD OF ARIZONA,224,Health care services,67,Health Services,8,Health,6653599,"MCCOMISH, JOHN P",Candidate,324469,FRIENDS OF JOHN MCCOMISH,380.33,4,Oppose,2494,STRATEGIES 350,54084048,6653599,"MCCOMISH, JOHN P",Won-General,S,State Senate,1,Won,I,Incumbent
CO,2018,5995488,"KRAUSE, BRENDA SUE",133,Real estate agents & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",5995488,"KRAUSE, BRENDA SUE",Candidate,27108619,"KRAUSE, BRENDA SUE",379.32,5,Unknown,46686161,MEASURED CONNECTIONS,170589028,5995488,"KRAUSE, BRENDA SUE",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
TX,2016,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2737425,"HUGHES, D BRYAN",Candidate,3429850,"HUGHES, BRYAN",378.88,5,Unknown,32497963,THE PRINT SHOP,137170629,2737425,"HUGHES, D BRYAN",Won-General,S,State Senate,1,Won,O,Open
WI,2010,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,4656950,"WALKER, SCOTT K",Candidate,551648,"WALKER, SCOTT",378,4,Oppose,27326998,LISA BOYCE CONSULTING,54035008,4656950,"WALKER, SCOTT K & KLEEFISCH, REBECCA",Won-General,G,Gubernatorial,1,Won,O,Open
MO,2010,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,6502569,"CLEMENS, DOUG",Candidate,17018671,CTTEE TO ELECT DOUG CLEMENS,377.67,3,Support,27317382,NO PAYEE IDENTIFIED,54056342,6502569,"CLEMENS, DOUG",Lost-Primary,H,State House/Assembly,2,Lost,O,Open
WI,2012,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3185708,"PETROWSKI, JERRY",Candidate,7694836,"PETROWSKI, JERRY J",377.5,4,Oppose,27326988,MAREK GROUP,54103881,3185708,"PETROWSKI, JERRY",Won-General,S,State Senate,1,Won,O,Open
CA,2008,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,13008887,"MCCANN, JOHN",Candidate,401223,"MCCANN, JOHN",377.13,3,Support,27317382,NO PAYEE IDENTIFIED,53966437,13008887,"MCCANN, JOHN",Lost-General,H,State House/Assembly,2,Lost,O,Open
MO,2014,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,4023451,"ENGLUND, VICKI LORENZ",Candidate,6537713,"ENGLUND, VICKI",376.64,3,Support,27317382,NO PAYEE IDENTIFIED,67826982,4023451,"ENGLUND, VICKI LORENZ",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
CA,2006,4068,CALIFORNIA MEDICAL ASSOCIATION,211,Physicians,65,Health Professionals,8,Health,21639,"GALGIANI, CATHLEEN",Candidate,705069,"GALGIANI, CATHLEEN",375,3,Support,27317382,NO PAYEE IDENTIFIED,53950548,21639,"GALGIANI, CATHLEEN",Won-General,H,State House/Assembly,1,Won,O,Open
CO,2014,3448,COPIC INSURANCE,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",11023458,"SIAS, LANGHORNE C (LANG)",Candidate,12218592,"SIAS, LANG",375,3,Support,10241905,BUSINESS OPPORTUNITY FUND,108954293,11023458,"SIAS, LANGHORNE C (LANG)",Lost-Primary,S,State Senate,2,Lost,O,Open
CO,2014,3448,COPIC INSURANCE,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",11023458,"SIAS, LANGHORNE C (LANG)",Candidate,12218592,"SIAS, LANG",375,3,Support,10241905,BUSINESS OPPORTUNITY FUND,108954295,11023458,"SIAS, LANGHORNE C (LANG)",Lost-Primary,S,State Senate,2,Lost,O,Open
WA,2012,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,2912405,"INSLEE, JAY ROBERT",Candidate,5811899,"INSLEE, JAY",374.58,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,54111537,2912405,"INSLEE, JAY ROBERT",Won-General,G,Gubernatorial,1,Won,O,Open
WI,2010,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,2802936,"KREITLOW, PATRICK J",Candidate,6197047,KREITLOW FOR SENATE,374.53,3,Support,679261,UNITED STATES POSTAL SERVICE,54040553,2802936,"KREITLOW, PATRICK J",Lost-General,S,State Senate,2,Lost,I,Incumbent
ME,2008,5897,ASSOCIATED GENERAL CONTRACTORS OF MAINE,29,Builders associations,11,General Contractors,2,Construction,13001905,"FLETCHER, KENNETH C",Candidate,3181670,"FLETCHER, KENNETH",373.91,3,Support,9930574,ATKINS PRINTING,53976975,13001905,"FLETCHER, KENNETH C",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,6576741,"BENSON, BRADLEY D",Candidate,3793084,"BENSON, BRAD",372.64,3,Support,27318363,DIALING SERVICES,53963769,6576741,"BENSON, BRADLEY D",Lost-General,S,State Senate,2,Lost,I,Incumbent
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13007549,"SERBEN JR, JOHN W",Candidate,5957624,"SERBEN, JOHN",372.64,3,Support,27318363,DIALING SERVICES,53963769,13007549,"SERBEN JR, JOHN W",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,45285794,"BREEN, KELLY A",Candidate,5794356,"BREEN, KELLY",372.21,3,Support,223155,INLAND PRESS,171929367,45285794,"BREEN, KELLY A",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
CA,2008,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,160620,"JACKSON, HANNAH-BETH",Candidate,419888,"JACKSON, HANNAH BETH",372,3,Support,27317382,NO PAYEE IDENTIFIED,53966660,160620,"JACKSON, HANNAH-BETH",Lost-General,S,State Senate,2,Lost,O,Open
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,6493850,"YBARRA, VICKIE",Candidate,5949022,"YBARRA, VICKIE",371.96,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977453,6493850,"YBARRA, VICKIE",Lost-General,H,State House/Assembly,2,Lost,O,Open
AK,2018,5705,ALASKA OUTDOOR COUNCIL,111,Hunting & wildlife,41,Hunting,5,Energy & Natural Resources,45364281,"SACKETT, JIM",Candidate,7691456,"SACKETT, JIM",371.52,3,Support,27333378,DATE-LINE DIGITAL PRINTING,173458309,45364281,"SACKETT, JIM",Lost-General,H,State House/Assembly,2,Lost,O,Open
TX,2012,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",12553363,"LEACH, JEFF",Candidate,1698346,"LEACH, JEFF",371.24,5,Unknown,27334145,COMPTROLLER OF PUBLIC ACCOUNTS,54109400,12553363,"LEACH, JEFF",Won-General,H,State House/Assembly,1,Won,O,Open
MI,2008,18825,PLANNED PARENTHOOD AFFILIATES OF MICHIGAN,224,Health care services,67,Health Services,8,Health,476020,"TRUESDELL, JUDY",Candidate,3468180,"TRUESDELL, JUDY",370.44,3,Support,30642,CLINTON GROUP,53996849,476020,"TRUESDELL, JUDY",Lost-General,H,State House/Assembly,2,Lost,O,Open
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,21008088,"KUPPA, PADMA",Candidate,16022241,"KUPPA, PADMA",369.86,3,Support,223155,INLAND PRESS,171929371,21008088,"KUPPA, PADMA",Won-General,H,State House/Assembly,1,Won,O,Open
ID,2006,7139,IDAHO ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6590930,"MCKENZIE, CURTIS",Candidate,57458,MCKENZIE,369.67,5,Unknown,7903581,TREASURE VALLEY LITHO,54055971,6590930,"MCKENZIE, CURTIS",Won-General,S,State Senate,1,Won,I,Incumbent
MT,2016,7920,MONTANA CONTRACTORS ASSOCIATION,29,Builders associations,11,General Contractors,2,Construction,39289428,"SALES, WALTER (WALT)",Candidate,22967455,"SALES, WALT",369.28,5,Unknown,37066375,ALLEGRA,140154617,39289428,"SALES, WALTER (WALT)",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,18845,PLANNED PARENTHOOD OF SAN DIEGO & RIVERSIDE COUNTIES,224,Health care services,67,Health Services,8,Health,38566119,"CERVANTES, SABRINA",Candidate,16990274,"CERVANTES, SABRINA",368.05,3,Support,27317382,NO PAYEE IDENTIFIED,130248475,38566119,"CERVANTES, SABRINA",Won-General,H,State House/Assembly,1,Won,C,Challenger
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24811994,"SONG, SHARI",Candidate,5937111,"SONG, SHARI",367.49,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467405,24811994,"SONG, SHARI",Lost-General,S,State Senate,2,Lost,O,Open
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3109098,"KING, JESSICA J",Candidate,7184795,"KING, JESSICA J",366.01,3,Support,1511690,PRECISION COMMUNICATIONS,54074733,3109098,"KING, JESSICA J",Won-General,S,State Senate,1,Won,C,Challenger
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,6513577,"MOORE, SHELLY",Candidate,1375657,"MOORE, SHELLY",366.01,3,Support,1511690,PRECISION COMMUNICATIONS,54074736,6513577,"MOORE, SHELLY",Lost-General,S,State Senate,2,Lost,C,Challenger
AZ,2018,5818,ARIZONA ROCK PRODUCTS ASSOCIATION,43,"Stone, clay, glass & concrete products",15,Building Materials & Equipment,2,Construction,23293304,"NORGAARD, JILL",Candidate,26744305,NORGAARD4AZ,365.74,3,Support,10086,ARENA COMMUNICATIONS,173693998,23293304,"NORGAARD, JILL",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
AZ,2018,5818,ARIZONA ROCK PRODUCTS ASSOCIATION,43,"Stone, clay, glass & concrete products",15,Building Materials & Equipment,2,Construction,45362103,"PATTERSON, GREG",Candidate,26285891,THE COMMITTEE TO ELECT GREG PATTERSON,365.74,3,Support,10086,ARENA COMMUNICATIONS,173693999,45362103,"PATTERSON, GREG",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WI,2010,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3217675,"MOULTON, TERRY",Candidate,6079764,"MOULTON, TERRY",365.66,4,Oppose,679261,UNITED STATES POSTAL SERVICE,54040498,3217675,"MOULTON, TERRY",Won-General,S,State Senate,1,Won,C,Challenger
MA,2006,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,13001220,"CHANDLER, HARRIETTE L",Candidate,2727344,"CHANDLER, HARRIETTE L.",365.52,3,Support,27330428,SALTUS PRESS,54075630,13001220,"CHANDLER, HARRIETTE L",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2014,18824,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA,224,Health care services,67,Health Services,8,Health,11022813,"QUIRK-SILVA, SHARON DARLENE",Candidate,11915667,"QUIRK-SILVA, SHARON",365.09,3,Support,27317382,NO PAYEE IDENTIFIED,76517078,11022813,"QUIRK-SILVA, SHARON DARLENE",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
MN,2008,18832,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA,224,Health care services,67,Health Services,8,Health,13002875,"WOLLSCHLAGER, SANDRA (SANDY)",Candidate,17019099,"WOLLSCHLAGER, SANDY",364.21,3,Support,2068,PITNEY BOWES,54059303,13002875,"WOLLSCHLAGER, SANDRA (SANDY)",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,13007759,"GREEN, TAMI",Candidate,154231,"GREEN, TAMI",364.15,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467375,13007759,"GREEN, TAMI",Lost-General,S,State Senate,2,Lost,C,Challenger
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24811984,"KILDUFF, CHRISTINE",Candidate,5894059,"KILDUFF, CHRISTINE",364.15,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467375,24811984,"KILDUFF, CHRISTINE",Won-General,H,State House/Assembly,1,Won,O,Open
MN,2014,18832,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA,224,Health care services,67,Health Services,8,Health,13002945,"ROSENTHAL, PAUL",Candidate,17022110,"ROSENTHAL, PAUL HOUSE DIST. 49B COMMITTEE",363.99,3,Support,32639231,MOXIE MEDIA,80005149,13002945,"ROSENTHAL, PAUL",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,2631190,"SEAQUIST, LARRY R",Candidate,5954492,"SEAQUIST, LARRY",362.13,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977465,2631190,"SEAQUIST, LARRY R",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,13007730,"ABEL, KIM",Candidate,6644491,"ABEL, KIM",362.13,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977465,13007730,"ABEL, KIM",Lost-General,H,State House/Assembly,2,Lost,O,Open
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,13007917,"GOODMAN, ROGER E",Candidate,1254037,"GOODMAN, ROGER",362.12,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977465,13007917,"GOODMAN, ROGER E",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,13007754,"SRAIL, DEBORAH (DEBI)",Candidate,6012938,"SRAIL, DEBORAH",362.12,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977465,13007754,"SRAIL, DEBORAH (DEBI)",Lost-General,S,State Senate,2,Lost,C,Challenger
OK,2010,8292,OKLAHOMA MEDICAL ASSOCIATION,211,Physicians,65,Health Professionals,8,Health,6468059,"HOLLAND, KIM",Candidate,17018468,KIM HOLLAND FOR INSURANCE COMMISSIONER,361.68,3,Support,27329745,MYBACKOFFICE SOLUTIONS LLC,54055507,6468059,"HOLLAND, KIM",Lost-General,O,Other Statewide,2,Lost,I,Incumbent
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,45285850,"GRIFFIN, ALBERTA",Candidate,26225653,"GRIFFIN, ALBERTA",361.67,3,Support,223155,INLAND PRESS,171929376,45285850,"GRIFFIN, ALBERTA",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
MO,2014,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,24811484,"DUVALL, KENNETH (KEN)",Candidate,16948411,"DUVALL, KEN",361.23,3,Support,27317382,NO PAYEE IDENTIFIED,67827018,24811484,"DUVALL, KENNETH (KEN)",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
CT,2008,6400,CONNECTICUT ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6378460,"DUFF, ROBERT B (BOB)",Candidate,963708,"DUFF, ROBERT",360,3,Support,1823,NATIONAL ASSOCIATION OF REALTORS,54041447,6378460,"DUFF, ROBERT B (BOB)",Won-General,S,State Senate,1,Won,I,Incumbent
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,20962417,"FORBES, CATHY",Candidate,3444805,"FORBES, CATHY",358.75,3,Support,29523538,SQUARE ONE PHONES,126268524,20962417,"FORBES, CATHY",Lost-General,S,State Senate,2,Lost,C,Challenger
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,12720113,"LAMONTE, COLLENE",Candidate,12409897,"LAMONTE, COLLENE",358.75,3,Support,29523538,SQUARE ONE PHONES,126268525,12720113,"LAMONTE, COLLENE",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
MA,2006,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,376965,"HODGKINS, CHRISTOPHER J",Candidate,2638426,"HODGKINS, CHRISTOPHER",358.08,3,Support,27330428,SALTUS PRESS,54075631,376965,"HODGKINS, CHRISTOPHER J",Lost-Primary,S,State Senate,2,Lost,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",210819,"PUGNO, ANDREW (ANDY)",Candidate,8131065,"PUGNO, ANDY",357.26,4,Oppose,27317382,NO PAYEE IDENTIFIED,144530656,210819,"PUGNO, ANDREW (ANDY)",Lost-Top Two Primary,H,State House/Assembly,2,Lost,O,Open
CA,2014,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",1348234,"GLAZER, STEVEN",Candidate,7036923,"GLAZER, STEVE",357.21,3,Support,27317382,NO PAYEE IDENTIFIED,76519882,1348234,"GLAZER, STEVEN",Lost-Top Two Primary,H,State House/Assembly,2,Lost,O,Open
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24812035,"FLEETWOOD, SETH",Candidate,5874053,"FLEETWOOD, SETH",354.3,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467387,24812035,"FLEETWOOD, SETH",Lost-General,S,State Senate,2,Lost,C,Challenger
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3137249,"HOLPERIN, JIM",Candidate,6022239,"HOLPERIN, JIM",353.75,3,Support,1511690,PRECISION COMMUNICATIONS,54074710,3137249,"HOLPERIN, JIM",Won-General,S,State Senate,1,Won,I,Incumbent
WA,2012,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,2912405,"INSLEE, JAY ROBERT",Candidate,5811899,"INSLEE, JAY",353.06,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,54111490,2912405,"INSLEE, JAY ROBERT",Won-General,G,Gubernatorial,1,Won,O,Open
WA,2012,17440155,PLANNED PARENTHOOD VOTES NORTHWEST WASHINGTON,224,Health care services,67,Health Services,8,Health,13013842,"JUDGE, MAUREEN A",Candidate,6002997,"JUDGE, MAUREEN",353.03,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,54111491,13013842,"JUDGE, MAUREEN A",Lost-General,S,State Senate,2,Lost,C,Challenger
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24812035,"FLEETWOOD, SETH",Candidate,5874053,"FLEETWOOD, SETH",352.8,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467407,24812035,"FLEETWOOD, SETH",Lost-General,S,State Senate,2,Lost,C,Challenger
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24811994,"SONG, SHARI",Candidate,5937111,"SONG, SHARI",352.8,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467407,24811994,"SONG, SHARI",Lost-General,S,State Senate,2,Lost,O,Open
WI,2010,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,4147577,"SULLIVAN, JIM",Candidate,19944,"SULLIVAN, JIM",351.59,3,Support,5796840,ACTIVATE,54040552,4147577,"SULLIVAN, JIM",Lost-General,S,State Senate,2,Lost,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6582858,"GOOLSBY, TONY",Candidate,13262819,"GOOLSBY, REP TONY",351.27,5,Unknown,27325993,AUSTIN CLUB,54022039,6582858,"GOOLSBY, TONY",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13007649,"ZARELLI, JOSEPH P",Candidate,5797389,"ZARELLI, JOSEPH",351.09,3,Support,27318355,COLUMBIA LITHO,53977344,13007649,"ZARELLI, JOSEPH P",Won-General,S,State Senate,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2599475,"BENTON, DONALD",Candidate,913860,"BENTON, DONALD",351.09,3,Support,27318355,COLUMBIA LITHO,53977344,2599475,"BENTON, DONALD",Won-General,S,State Senate,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13013856,"LANGSTON, TOM",Candidate,6987292,"LANGSTON, TOM",351.09,3,Support,27318355,COLUMBIA LITHO,53977344,13013856,"LANGSTON, TOM",Lost-General,S,State Senate,2,Lost,C,Challenger
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2918294,"MCKENNA, ROBERT M (ROB)",Candidate,848294,"MCKENNA, ROBERT",351.09,3,Support,27318355,COLUMBIA LITHO,53977344,2918294,"MCKENNA, ROBERT M (ROB)",Won-General,O,Other Statewide,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2763443,"ORCUTT, ED",Candidate,5928096,"ORCUTT, EDMUND",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,2763443,"ORCUTT, ED",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2951218,"BEUTLER, JAIME LYNN HERRERA",Candidate,6637431,"HERRERA, JAIME",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,2951218,"BEUTLER, JAIME LYNN HERRERA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2756151,"WALLACE, DEB",Candidate,5944339,"WALLACE, DEB",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,2756151,"WALLACE, DEB",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13007639,"JAMES, JOSEPH",Candidate,1568425,"JAMES, JOSEPH",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,13007639,"JAMES, JOSEPH",Lost-General,H,State House/Assembly,2,Lost,O,Open
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,6650984,"SUTHERLAND, DOUGLASS B",Candidate,17014050,"SUTHERLAND, DOUGLASS",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,6650984,"SUTHERLAND, DOUGLASS B",Lost-General,O,Other Statewide,2,Lost,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,3456812,"SONNTAG, BRIAN",Candidate,5789383,"SONNTAG, BRIAN",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,3456812,"SONNTAG, BRIAN",Won-General,O,Other Statewide,1,Won,I,Incumbent
WA,2008,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13010406,"REED, SAM S",Candidate,2237440,"REED, SAM",351.08,3,Support,27318355,COLUMBIA LITHO,53977344,13010406,"REED, SAM S",Won-General,O,Other Statewide,1,Won,I,Incumbent
CA,2006,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,6452173,"ALVAREZ, CLAUDIA",Candidate,570076,"ALVAREZ, CLAUDIA",350,3,Support,27317382,NO PAYEE IDENTIFIED,53950079,6452173,"ALVAREZ, CLAUDIA",Lost-Primary,H,State House/Assembly,2,Lost,O,Open
MN,2014,18832,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA,224,Health care services,67,Health Services,8,Health,13002945,"ROSENTHAL, PAUL",Candidate,17022110,"ROSENTHAL, PAUL HOUSE DIST. 49B COMMITTEE",350,3,Support,32639231,MOXIE MEDIA,79991771,13002945,"ROSENTHAL, PAUL",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2006,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13006809,"HOPSON, CHARLES L (CHUCK)",Candidate,13269497,"HOPSON, REP CHUCK",350,5,Unknown,27326091,CVS DIGITAL MEDIA PRODUCTIONS,54010124,13006809,"HOPSON, CHARLES L (CHUCK)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2006,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13006794,"HOMER, MARK STEVEN",Candidate,13225131,"HOMER, REP MARK",350,5,Unknown,27326091,CVS DIGITAL MEDIA PRODUCTIONS,54010133,13006794,"HOMER, MARK STEVEN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2006,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6386698,"COOK, ROBBY",Candidate,17014861,"COOK, REP ROBERT",350,5,Unknown,27326091,CVS DIGITAL MEDIA PRODUCTIONS,54010142,6386698,"COOK, ROBBY",Won-General,H,State House/Assembly,1,Won,I,Incumbent
