Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
168211,6503431,1,1,695,6,1,2014,11800,2,Lost,"BUTLER, BETSY",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 026,Open,"Finance, Insurance & Real Estate"
168241,90105,1,1,591,2,1,2014,11800,1,Won,"WOOD, JIM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 002,Open,Construction
168252,13008441,2,1,594,2,2,2014,11800,1,Won,"BIGELOW, FRANK",Won-General,Republican,Standard,ASSEMBLY DISTRICT 005,Incumbent,Construction
223097,43944592,1,3,640,2,1,2017,11800,2,Lost,"VARGAS, MARK",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 051,Open,Construction
238392,161609,1,1,616,5,2,2018,11800,1,Won,"KALRU, ASHU",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 027,Incumbent,Energy & Natural Resources
168163,14148706,1,1,15047,2,2,2014,11775,1,Won,"PETERS, SCOTT",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 052,Incumbent,Construction
21957,770807,1,1,636,6,1,2010,11750,2,Lost,"JONES-SAWYER, REGGIE",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 047,Open,"Finance, Insurance & Real Estate"
135178,11022792,1,1,635,5,1,2012,11750,1,Won,"NAZARIAN, ADRIN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Energy & Natural Resources
140940,1560957,2,1,14996,2,1,2012,11750,1,Won,"LAMALFA, DOUG",Won-General,Republican,Standard,US HOUSE DISTRICT CA 001,Open,Construction
168042,23420968,1,1,15016,2,3,2014,11750,2,Lost,"RENTERIA, AMANDA",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 021,Challenger,Construction
227307,35176096,1,1,15034,6,1,2018,11750,2,Lost,"THORBURN, ANDY",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 039,Open,"Finance, Insurance & Real Estate"
12291,6452173,1,1,658,2,1,2004,11747,2,Lost,"ALVAREZ, CLAUDIA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Construction
49640,6654757,2,1,619,2,2,1998,11745,2,Lost,"PRENTER JR, ROBERT M",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 030,Incumbent,Construction
227279,44044409,2,1,15021,2,3,2018,11733,2,Lost,"SABATO JR, ANTONIO",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 026,Challenger,Construction
22032,28570,2,1,621,6,1,2010,11724,2,Lost,"METTLER, KENNETH L",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 032,Open,"Finance, Insurance & Real Estate"
238335,779330,1,1,599,5,2,2018,11710,1,Won,"LEVINE, MARC",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 010,Incumbent,Energy & Natural Resources
638,2224706,1,1,611,2,1,2002,11701,2,Lost,"STASEK, ROSEMARY",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 022,Open,Construction
125848,13008835,2,1,666,6,1,2010,11700,1,Won,"JONES, BRIAN W",Won-General,Republican,Standard,ASSEMBLY DISTRICT 077,Open,"Finance, Insurance & Real Estate"
202237,6485739,1,1,15030,2,2,2016,11700,1,Won,"TORRES, NORMA J",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 035,Incumbent,Construction
238727,400355,2,1,664,2,2,2018,11700,1,Won,"WALDRON, MARIE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 075,Incumbent,Construction
33013,13008867,1,1,667,5,1,2002,11650,2,Lost,"HALL, VINCE",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 078,Open,Energy & Natural Resources
49855,12996637,2,1,610,8,1,2004,11650,2,Lost,"POIZNER, STEPHEN (STEVE)",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 021,Open,Health
86132,13008573,2,1,618,5,2,2000,11650,1,Won,"BRIGGS, MIKE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 029,Incumbent,Energy & Natural Resources
110981,778160,1,1,651,5,1,2006,11650,1,Won,"CARTER, WILMER AMINA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 062,Open,Energy & Natural Resources
160753,13008821,2,1,15042,8,3,2010,11650,2,Lost,"TRAN, VAN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 047,Challenger,Health
167937,23420890,2,1,9170,8,1,2014,11650,2,Lost,"SWEARENGIN, ASHLEY",Lost-General,Republican,Standard,CONTROLLER,Open,Health
202351,39707342,1,1,694,2,1,2016,11650,2,Lost,"PEREZ-ESTOLANO, KATHERINE",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 025,Open,Construction
168254,6699813,2,1,595,2,2,2014,11647,1,Won,"GAINES, BETH B",Won-General,Republican,Standard,ASSEMBLY DISTRICT 006,Incumbent,Construction
103756,13008583,1,1,619,2,2,2004,11630,1,Won,"PARRA, NICOLE M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 030,Incumbent,Construction
202396,39707379,2,1,595,2,1,2016,11625,1,Won,"KILEY, KEVIN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 006,Open,Construction
12179,13008764,2,1,649,8,1,1998,11600,2,Lost,"RADLOVIC, MICHAEL M (MIKE)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,Health
15250,13008507,1,1,605,8,1,2006,11600,2,Lost,"RUSSO, JOHN",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 016,Open,Health
125781,6379476,1,1,637,6,2,2010,11600,1,Won,"DAVIS, MIKE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 048,Incumbent,"Finance, Insurance & Real Estate"
141955,2540679,1,1,15030,2,2,2012,11600,2,Lost,"BACA JR, JOE",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 035,Incumbent,Construction
223092,43944587,1,3,640,2,1,2017,11600,2,Lost,"FONG, MIKE",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 051,Open,Construction
238326,13008437,1,1,675,2,2,2018,11600,1,Won,"PAN, RICHARD",Won-General,Democratic,Standard,SENATE DISTRICT 006,Incumbent,Construction
238405,38179528,1,1,620,2,2,2018,11600,1,Won,"ARAMBULA, JOAQUIN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 031,Incumbent,Construction
238454,7025840,1,1,634,5,1,2018,11600,1,Won,"GABRIEL, JESSE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 045,Open,Energy & Natural Resources
238466,32687878,1,1,640,5,2,2018,11600,1,Won,"CARRILLO, WENDY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 051,Incumbent,Energy & Natural Resources
103707,6398653,1,1,646,2,2,2004,11599,1,Won,"CHAVEZ, EDWARD",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 057,Incumbent,Construction
168264,85452,1,1,598,8,1,2014,11599,2,Lost,"FONG, DARRELL R",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 009,Open,Health
103575,6616986,2,1,621,2,2,1998,11575,1,Won,"ASHBURN, ROY",Won-General,Republican,Standard,ASSEMBLY DISTRICT 032,Incumbent,Construction
160525,17658761,2,1,15048,6,3,2010,11560,2,Lost,"CRIMMINS, MICHAEL",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 053,Challenger,"Finance, Insurance & Real Estate"
86223,1450515,2,1,664,2,2,2000,11550,1,Won,"ZETTEL, CHARLENE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 075,Incumbent,Construction
103582,1370786,1,1,628,8,2,1998,11550,1,Won,"CARDENAS, ANTONIO M (TONY)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 039,Incumbent,Health
86188,961878,1,1,595,5,1,2000,11544,1,Won,"NATION, JOE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 006,Open,Energy & Natural Resources
86144,2382631,2,1,614,2,1,2000,11541,1,Won,"COGDILL, DAVE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 025,Open,Construction
15205,6667267,2,1,666,5,1,2006,11500,2,Lost,"DALE, JACK",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 077,Open,Energy & Natural Resources
103595,6413609,1,1,644,6,2,1998,11500,1,Won,"FLOYD, RICHARD E (DICK)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 055,Incumbent,"Finance, Insurance & Real Estate"
103635,12997061,1,1,677,5,1,1998,11500,1,Won,"SPEIER, JACKIE",Won-General,Democratic,Standard,SENATE DISTRICT 008,Open,Energy & Natural Resources
111036,6398903,1,1,697,2,1,2006,11500,1,Won,"OROPEZA, JENNY",Won-General,Democratic,Standard,SENATE DISTRICT 028,Open,Construction
130823,22070,1,1,653,2,2,2012,11500,1,Won,"HALL III, ISADORE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 064,Incumbent,Construction
141877,761620,1,1,15014,2,2,2012,11500,1,Won,"LOFGREN, ZOE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 019,Incumbent,Construction
202250,12450156,1,1,15035,4,2,2016,11500,1,Won,"ROYBAL-ALLARD, LUCILLE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 040,Incumbent,Defense
202298,622640,1,1,15046,2,2,2016,11500,1,Won,"VARGAS, JUAN",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 051,Incumbent,Construction
202590,15203503,2,1,663,8,2,2016,11500,1,Won,"HARPER, MATT",Won-General,Republican,Standard,ASSEMBLY DISTRICT 074,Incumbent,Health
238312,13479756,1,1,9484,2,1,2018,11500,1,Won,"VAZQUEZ, ANTONIO (TONY)",Won-General,Democratic,Standard,EQUALIZATION BOARD DISTRICT 003,Open,Construction
12329,13008820,2,1,657,2,1,2004,11499,2,Lost,"LEYES, MARK",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 068,Open,Construction
4907,6617384,2,1,617,6,1,2000,11483,2,Lost,"PERRY, LAURA",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 028,Open,"Finance, Insurance & Real Estate"
202572,379694,2,1,657,5,1,2016,11470,1,Won,"CHOI, STEVEN S (STEVE)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 068,Open,Energy & Natural Resources
116950,493316,2,1,666,4,2,2008,11454,1,Won,"ANDERSON, JOEL",Won-General,Republican,Standard,ASSEMBLY DISTRICT 077,Incumbent,Defense
86129,6616986,2,1,621,2,2,2000,11450,1,Won,"ASHBURN, ROY",Won-General,Republican,Standard,ASSEMBLY DISTRICT 032,Incumbent,Construction
140975,1862441,1,1,15016,6,1,2012,11450,2,Lost,"XIONG, BLONG",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 021,Open,"Finance, Insurance & Real Estate"
168200,1263904,1,1,689,6,1,2014,11450,1,Won,"LEYVA, CONNIE M",Won-General,Democratic,Standard,SENATE DISTRICT 020,Open,"Finance, Insurance & Real Estate"
234433,44423619,1,3,643,6,1,2018,11450,2,Lost,"PIQUADO, TEPRING MICHELLE",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 054,Open,"Finance, Insurance & Real Estate"
103748,24848,1,1,650,2,2,2004,11422,1,Won,"NEGRETE-MCLEOD, GLORIA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 061,Incumbent,Construction
227304,44044432,1,1,15034,6,1,2018,11409,2,Lost,"TRAN, MAI KHANH",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 039,Open,"Finance, Insurance & Real Estate"
15244,6468907,1,1,617,6,1,2006,11405,2,Lost,"PHARES, ANN VENTURA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 028,Open,"Finance, Insurance & Real Estate"
202460,161609,1,1,616,6,1,2016,11401,1,Won,"KALRU, ASHU",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 027,Open,"Finance, Insurance & Real Estate"
12346,6452416,1,1,651,5,1,2004,11400,2,Lost,"PRUITT, DAVID ROA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 062,Open,Energy & Natural Resources
25899,13008736,1,1,646,6,1,2012,11400,2,Lost,"BERMUDEZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 057,Open,"Finance, Insurance & Real Estate"
86151,13008407,2,1,591,2,2,2000,11400,1,Won,"DICKERSON, RICHARD (DICK)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 002,Incumbent,Construction
111005,13008851,2,1,663,2,1,2006,11400,1,Won,"GARRICK, MARTIN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 074,Open,Construction
168181,13008457,1,1,675,2,1,2014,11400,2,Lost,"DICKINSON, ROGER",Lost-General,Democratic,Standard,SENATE DISTRICT 006,Open,Construction
168285,6485735,1,1,604,2,1,2014,11400,1,Won,"THURMOND, TONY K",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 015,Open,Construction
168375,23421259,2,1,633,2,1,2014,11400,2,Lost,"MCCOY, ROB",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 044,Open,Construction
221630,43514816,1,3,15029,8,1,2017,11400,2,Lost,"AHN, ROBERT LEE",Lost-General,Democratic,Special,US HOUSE DISTRICT CA 034,Open,Health
238713,44493971,2,1,655,5,3,2018,11400,2,Lost,"SCOTTO, FRANK A",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 066,Challenger,Energy & Natural Resources
55045,13010151,2,1,9174,2,1,2006,11398,2,Lost,"PARRISH, CLAUDE",Lost-General,Republican,Standard,TREASURER,Open,Construction
103641,6601286,2,1,594,5,1,1998,11375,1,Won,"COX, DAVE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 005,Open,Energy & Natural Resources
103644,6601271,2,1,626,5,1,1998,11375,1,Won,"STRICKLAND, TONY",Won-General,Republican,Standard,ASSEMBLY DISTRICT 037,Open,Energy & Natural Resources
33020,6601248,2,1,624,8,3,2002,11350,2,Lost,"POHL, BOB",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 035,Challenger,Health
86132,13008573,2,1,618,8,2,2000,11350,1,Won,"BRIGGS, MIKE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 029,Incumbent,Health
140967,15742560,1,1,15010,5,3,2012,11350,1,Won,"SWALWELL, ERIC",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 015,Challenger,Energy & Natural Resources
202427,195954,1,1,605,8,3,2016,11350,2,Lost,"COOK-KALLIO, CHERYL",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 016,Challenger,Health
125776,767512,1,1,632,2,1,2010,11345,1,Won,"GATTO, MIKE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 043,Open,Construction
227306,17779260,1,1,15034,5,1,2018,11340,1,Won,"CISNEROS, GIL",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 039,Open,Energy & Natural Resources
103512,11022372,2,1,662,2,1,1998,11325,1,Won,"BATES, PATRICIA C (PAT)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 073,Open,Construction
168164,784754,2,1,15047,8,3,2014,11325,2,Lost,"DEMAIO, CARL",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 052,Challenger,Health
21964,13008723,1,1,642,5,1,2010,11300,2,Lost,"LAU, JAMES T",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 053,Open,Energy & Natural Resources
21974,324439,1,1,668,2,1,2010,11300,2,Lost,"QUINONES, PEARL N",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Construction
116974,258108,2,1,621,2,2,2008,11300,1,Won,"FULLER, JEAN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 032,Incumbent,Construction
161092,330788,2,1,15015,6,3,2010,11300,2,Lost,"VIDAK, JAMES ANDREW (ANDY)",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 020,Challenger,"Finance, Insurance & Real Estate"
168086,13008789,2,1,15026,6,1,2014,11300,2,Lost,"CHABOT, PAUL R",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 031,Open,"Finance, Insurance & Real Estate"
202229,39707263,2,1,15026,6,3,2016,11300,2,Lost,"FLYNN, SEAN",Lost-Top Two Primary,Republican,Standard,US HOUSE DISTRICT CA 031,Challenger,"Finance, Insurance & Real Estate"
227298,44044426,2,1,15031,2,3,2018,11300,2,Lost,"PELZER, KIMBERLIN BROWN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 036,Challenger,Construction
238310,1396014,1,1,9484,5,1,2018,11300,2,Lost,"SVONKIN, SCOTT J",Lost-Top Two Primary,Democratic,Standard,EQUALIZATION BOARD DISTRICT 003,Open,Energy & Natural Resources
111063,195374,1,1,9482,5,1,2006,11273,1,Won,"YEE, BETTY T",Won-General,Democratic,Standard,EQUALIZATION BOARD DISTRICT 001,Open,Energy & Natural Resources
227027,39707243,1,1,15020,8,3,2018,11255,2,Lost,"CAFORIO, BRYAN",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 025,Challenger,Health
22009,13008429,2,1,9483,2,2,2010,11250,2,Lost,"ALBY, BARBARA",Lost-Primary,Republican,Standard,EQUALIZATION BOARD DISTRICT 002,Incumbent,Construction
55043,13011174,1,1,681,8,3,2006,11250,2,Lost,"NICKEL, WILEY",Lost-General,Democratic,Standard,SENATE DISTRICT 012,Challenger,Health
86146,6398854,1,1,607,5,2,2000,11250,1,Won,"CORBETT, ELLEN M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 018,Incumbent,Energy & Natural Resources
160684,19889654,1,1,15045,6,3,2010,11250,2,Lost,"BUSBY, FRANCINE",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 050,Challenger,"Finance, Insurance & Real Estate"
168373,667092,1,1,633,5,1,2014,11250,1,Won,"IRWIN, JACQUI",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 044,Open,Energy & Natural Resources
168436,733178,1,1,659,2,1,2014,11250,2,Lost,"LOWENTHAL, SUJA",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 070,Open,Construction
160614,669601,2,1,14929,8,1,2010,11232,2,Lost,"DEVORE, CHUCK",Lost-Primary,Republican,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,Health
641,13008883,1,1,667,6,1,2002,11225,2,Lost,"STEVENS, GEORGE",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 078,Open,"Finance, Insurance & Real Estate"
2576,2247245,1,1,9171,6,1,2002,11225,2,Lost,"EU, MARCH FONG",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
103680,6398854,1,1,607,5,1,1998,11225,1,Won,"CORBETT, ELLEN M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 018,Open,Energy & Natural Resources
640,13008857,2,1,664,6,1,2002,11201,2,Lost,"STEIN, GREG",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 075,Open,"Finance, Insurance & Real Estate"
2597,13008632,1,1,628,2,1,2002,11200,2,Lost,"FUENTES, YOLANDA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 039,Open,Construction
49755,6655418,2,1,620,2,1,2004,11200,2,Lost,"BETANCOURT, PAUL",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 031,Open,Construction
160085,17658640,1,1,15002,5,2,2010,11200,1,Won,"MILLER, GEORGE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 007,Incumbent,Energy & Natural Resources
202328,39707325,1,1,680,5,1,2016,11200,2,Lost,"KIM, JANE",Lost-General,Democratic,Standard,SENATE DISTRICT 011,Open,Energy & Natural Resources
202586,26457,2,1,661,2,2,2016,11200,1,Won,"ALLEN, TRAVIS",Won-General,Republican,Standard,ASSEMBLY DISTRICT 072,Incumbent,Construction
247082,44932483,1,1,15016,2,3,2018,11200,1,Won,"COX, T J",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 021,Challenger,Construction
18307,277015,1,1,597,5,1,2008,11188,2,Lost,"CABALDON, CHRISTOPHER",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 008,Open,Energy & Natural Resources
82861,24848,1,1,650,5,2,2002,11175,1,Won,"NEGRETE-MCLEOD, GLORIA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 061,Incumbent,Energy & Natural Resources
103733,6398722,1,1,708,5,1,2004,11170,1,Won,"KEHOE, CHRISTINE",Won-General,Democratic,Standard,SENATE DISTRICT 039,Open,Energy & Natural Resources
36443,13008566,2,1,617,2,1,2000,11168,2,Lost,"DENHAM, JEFF",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 028,Open,Construction
36411,13008511,2,1,606,5,1,2000,11150,2,Lost,"AGHAZARIAN, GREGORY G",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 017,Open,Energy & Natural Resources
36596,6617513,2,1,610,2,1,2000,11150,2,Lost,"WILDER, DEBORAH",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 021,Open,Construction
72754,6686179,2,1,612,2,1,2012,11150,2,Lost,"WHALEN, BOB",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 023,Open,Construction
86201,32193,2,1,625,2,2,2000,11150,1,Won,"RUNNER, GEORGE C",Won-General,Republican,Standard,ASSEMBLY DISTRICT 036,Incumbent,Construction
103491,180844,1,1,611,5,2,1998,11150,1,Won,"ALQUIST, ELAINE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 022,Incumbent,Energy & Natural Resources
103710,13008548,1,1,613,2,2,2004,11150,1,Won,"COHN, REBECCA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 024,Incumbent,Construction
117148,2020228,1,1,597,2,1,2008,11150,1,Won,"YAMADA, MARIKO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 008,Open,Construction
247111,42124829,2,1,15034,2,1,2018,11150,2,Lost,"NELSON, SHAWN",Lost-Top Two Primary,Republican,Standard,US HOUSE DISTRICT CA 039,Open,Construction
103570,13008499,2,1,604,5,2,1998,11125,1,Won,"LEACH, LYNNE C",Won-General,Republican,Standard,ASSEMBLY DISTRICT 015,Incumbent,Energy & Natural Resources
125830,6673749,2,1,623,2,2,2010,11125,1,Won,"CONWAY, CONNIE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 034,Incumbent,Construction
140612,17657366,2,1,15007,6,3,2012,11110,2,Lost,"DENNIS, JOHN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 012,Challenger,"Finance, Insurance & Real Estate"
227336,44044460,1,1,15045,8,3,2018,11110,2,Lost,"BUTNER, JOSH",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 050,Challenger,Health
4893,6617315,2,1,661,5,1,2000,11100,2,Lost,"MATTHIAS, BRUCE",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 072,Open,Energy & Natural Resources
15261,1566908,2,1,606,6,1,2006,11100,2,Lost,"TUCKER, SUZANNE",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 017,Open,"Finance, Insurance & Real Estate"
103664,13008762,2,1,649,5,1,1998,11100,1,Won,"PACHECO, ROBERT (BOB)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 060,Open,Energy & Natural Resources
125752,13008457,1,1,598,5,1,2010,11100,1,Won,"DICKINSON, ROGER",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 009,Open,Energy & Natural Resources
125775,6468728,1,1,631,5,2,2010,11100,1,Won,"FEUER, MIKE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 042,Incumbent,Energy & Natural Resources
143565,18912283,1,3,641,6,1,2013,11100,2,Lost,"HAUGHEY, TOM",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 052,Open,"Finance, Insurance & Real Estate"
160667,19889641,1,1,15043,8,3,2010,11100,2,Lost,"KROM, BETH",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 048,Challenger,Health
167969,1560957,2,1,14996,8,2,2014,11100,1,Won,"LAMALFA, DOUG",Won-General,Republican,Standard,US HOUSE DISTRICT CA 001,Incumbent,Health
167976,23420919,2,1,14999,6,3,2014,11100,2,Lost,"MOORE, ARTHUR (ART)",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 004,Challenger,"Finance, Insurance & Real Estate"
192956,1258090,1,3,15027,2,1,2009,11100,1,Won,"CHU, JUDY",Won-General,Democratic,Special,US HOUSE DISTRICT CA 032,Open,Construction
21997,24087,4,1,9176,5,1,2010,11099,2,Lost,"ROMERO, GLORIA",Lost-Primary,Nonpartisan,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Energy & Natural Resources
56538,6669279,2,1,619,6,3,2006,11090,2,Lost,"GILMORE, DANNY D",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 030,Challenger,"Finance, Insurance & Real Estate"
12154,13008816,2,1,657,8,1,1998,11050,2,Lost,"KELLOGG, JOHN",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 068,Open,Health
12327,13008454,1,1,596,5,1,2004,11050,2,Lost,"LEDDY, JIM",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 007,Open,Energy & Natural Resources
49716,13008730,2,1,643,2,1,1998,11050,2,Lost,"ALBAN, JULIE",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 054,Open,Construction
117142,6485714,1,1,669,5,1,2008,11050,1,Won,"PEREZ, V MANUEL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 080,Open,Energy & Natural Resources
168451,212190,2,1,663,8,1,2014,11050,2,Lost,"CURRY, KEITH DAVIS",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 074,Open,Health
202567,11022814,1,1,655,5,3,2016,11050,1,Won,"MURATSUCHI, AL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 066,Challenger,Energy & Natural Resources
15239,13010789,1,1,9171,2,1,2006,11025,2,Lost,"ORTIZ, DEBORAH V",Lost-Primary,Democratic,Standard,SECRETARY OF STATE,Open,Construction
117114,6485598,1,1,629,5,1,2008,11024,1,Won,"BLUMENFIELD, ROBERT H",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 040,Open,Energy & Natural Resources
211497,21642,1,1,14929,4,1,2016,11020,1,Won,"HARRIS, KAMALA D",Won-General,Democratic,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,Defense
12225,6451999,1,1,636,8,1,1998,11000,2,Lost,"HILL JR, SAMUEL J (JOEY)",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 047,Open,Health
76473,16501265,1,3,701,2,1,2013,11000,2,Lost,"WALKER, LARRY",Lost-Top Two Primary,Democratic,Special,SENATE DISTRICT 032,Open,Construction
109359,79972,1,1,611,5,2,2004,11000,1,Won,"LIEBER, SALLY J",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 022,Incumbent,Energy & Natural Resources
116996,13008536,1,1,610,5,2,2008,11000,1,Won,"RUSKIN, IRA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 021,Incumbent,Energy & Natural Resources
140588,17657371,2,1,15003,2,1,2012,11000,2,Lost,"MITZELFELT, BRAD",Lost-Primary,Republican,Standard,US HOUSE DISTRICT CA 008,Open,Construction
140629,22511,1,1,15032,4,2,2012,11000,1,Won,"BASS, KAREN",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 037,Incumbent,Defense
160167,16413120,1,1,15046,5,2,2010,11000,1,Won,"FILNER, BOB",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 051,Incumbent,Energy & Natural Resources
